PMC,PMCtitle,PMCabstract,Query_Protein,Query_Drug,ProteinNames,DrugNames,FuzzyMatchProtein,FuzzyMatchDrug,ExactMatchProtein,ExactMatchDrug
PMC1682436,Mutation in the 4a-carbinolamine dehydratase gene leads to mild hyperphenylalaninemia with defective cofactor metabolism.,"Hyperphenylalaninemias represent a major class of inherited metabolic disorders. They are most often caused by mutations in the phenylalanine hydroxylase gene and, less frequently but with usually more serious consequences, in genes necessary for the synthesis and regeneration of the cofactor, tetrahydrobiopterin. This cofactor is absolutely required for all aromatic amino acid hydroxylations, and, recently, nitric oxide production from L-arginine has also been found to be dependent on tetrahydrobiopterin. Phenylalanine hydroxylase catalyzes a coupled reaction in which phenylalanine is converted to tyrosine and in which tetrahydrobiopterin is converted to the unstable carbinolamine, 4a-hydroxytetrahydrobiopterin. The enzyme, carbinolamine dehydratase, catalyzes the dehydration of the carbinolamine to quinonoid dihydropterin. A decreased rate of dehydration of this compound has been hypothesized to be responsible for the production of 7-biopterin found in certain mildly hyperphenylalaninemic individuals. We have now identified nonsense and missense mutations in the 4a-carbinolamine dehydratase gene in a hyperphenylalaninemic child who excretes large amounts of 7-biopterin. This finding is consistent with the role of the carbinolamine dehydratase in the phenylalanine hydroxylation reaction. Together with previously identified inherited disorders in phenylalanine hydroxylase and dihydropteridine reductase, there are now identified mutations in the three enzymes involved in the phenylalanine hydroxylation system. In addition, the genetics of this system may have broader implications, since the product of the dehydratase gene has previously been shown to play an additional role (as dimerization cofactor for hepatocyte nuclear factor-1 alpha) in the regulation of transcription, through interaction with hepatocyte nuclear factor-1 alpha.",Q16236,Pterin,"['nuclear factor', 'Nuclear factor']","['Pterin', 'Pterin', 'Pterin']",[],[],"['nuclear factor', 'Nuclear factor']","['Pterin', 'Pterin', 'Pterin']"
PMC9596610,"Synthesis and Anti-Inflammatory Activity of 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-Derived NRF2 Activators.","This is the first study investigating the nuclear factor (erythroid-derived 2)-like 2 (NRF2) activity of compounds containing a new scaffold, tetrahydrobenzo[b]thiophene. Eighteen compounds were synthesised and confirmed their NRF2 activation through NQO1 enzymatic activity and mRNA expression of NQO1 and HO-1 in Hepa-1c1c7 cells. The compounds disrupted the interaction between Kelch-like ECH-associated protein 1 (KEAP1) and NRF2 via interfering with the KEAP1's Kelch domain. The compounds exhibited anti-inflammatory activity in Escherichia coli Lipopolysaccharide (LPS",Q16236,XA,"['NRF2', 'nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA'],['NRF2'],[],"['nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA']
PMC8702315,,This study aims at evaluating the ameliorative role of,Q16236,XA,"['Nrf-2', 'nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor']",['XA'],['Nrf-2'],[],"['nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor']",['XA']
PMC9970826,Polypharmacology of ambroxol in the treatment of COVID-19.,"The pandemic of coronavirus disease 2019 (COVID-19) by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is still underway. Due to the growing development of severe symptoms, it is necessary to promote effective therapies. Ambroxol [2-amino-3,5-dibromo-N-(trans-4-hydroxycyclohexyl) benzylamine] has long been used as one of the over-the-counter mucolytic agents to treat various respiratory diseases. Therefore, we focused on the mechanism of action of ambroxol in COVID-19 treatment. In vitro and in silico screening revealed that ambroxol may impede cell entry of SARS-CoV-2 by binding to neuropilin-1. Ambroxol could also interact with multiple inflammatory factors and signaling pathways, especially nuclear factor kappa B (NF-κB), to interfere cytokines cascade activated by SARS-CoV-2 internalization. Furthermore, multipathways and proteins, such as the cell cycle and matrix metalloproteinases (MMPs), were identified as significant ambroxol-targeting pathways or molecules in PBMC and lung of severe COVID-19 patients by bioinformatics analysis. Collectively, these results suggested that ambroxol may serve as a promising therapeutic candidate for the treatment of severe SARS-CoV-2 infection.",Q16236,XA,"['nuclear factor', 'Nuclear factor']",['XA'],[],[],"['nuclear factor', 'Nuclear factor']",['XA']
PMC8525858,Small-molecule Akt-activation in airway cells induces NO production and reduces IL-8 transcription through Nrf-2.,"The non-cancerous functions of Akt in the airway are understudied. In some tissues, Akt phosphorylates and activates endothelial nitric oxide synthase (eNOS) to produce nitric oxide (NO) that has anti-inflammatory effects. NO production has antibacterial and antiviral effects in the airway, and increasing NO may be a useful anti-pathogen strategy. Akt also stimulates the nuclear factor erythroid 2-related factor 2 (Nrf-2) transcription factor, which transcribes antioxidant genes. Therefore, we hypothesized that activation of the Akt/eNOS pathway, which also activates Nrf-2, may have protective effects in human airway cells against injury.",Q16236,XA,"['Nrf-2', 'nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor erythroid 2-related factor 2', 'NFE2L2', 'Nuclear factor']",['XA'],['Nrf-2'],[],"['nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor erythroid 2-related factor 2', 'NFE2L2', 'Nuclear factor']",['XA']
PMC8525858,Small-molecule Akt-activation in airway cells induces NO production and reduces IL-8 transcription through Nrf-2.,"The non-cancerous functions of Akt in the airway are understudied. In some tissues, Akt phosphorylates and activates endothelial nitric oxide synthase (eNOS) to produce nitric oxide (NO) that has anti-inflammatory effects. NO production has antibacterial and antiviral effects in the airway, and increasing NO may be a useful anti-pathogen strategy. Akt also stimulates the nuclear factor erythroid 2-related factor 2 (Nrf-2) transcription factor, which transcribes antioxidant genes. Therefore, we hypothesized that activation of the Akt/eNOS pathway, which also activates Nrf-2, may have protective effects in human airway cells against injury.",Q16236,XA,"['Nrf-2', 'nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor erythroid 2-related factor 2', 'NFE2L2', 'Nuclear factor']",['XA'],['Nrf-2'],[],"['nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor erythroid 2-related factor 2', 'NFE2L2', 'Nuclear factor']",['XA']
PMC9596610,"Synthesis and Anti-Inflammatory Activity of 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-Derived NRF2 Activators.","This is the first study investigating the nuclear factor (erythroid-derived 2)-like 2 (NRF2) activity of compounds containing a new scaffold, tetrahydrobenzo[b]thiophene. Eighteen compounds were synthesised and confirmed their NRF2 activation through NQO1 enzymatic activity and mRNA expression of NQO1 and HO-1 in Hepa-1c1c7 cells. The compounds disrupted the interaction between Kelch-like ECH-associated protein 1 (KEAP1) and NRF2 via interfering with the KEAP1's Kelch domain. The compounds exhibited anti-inflammatory activity in Escherichia coli Lipopolysaccharide (LPS",Q16236,XA,"['NRF2', 'nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA'],['NRF2'],[],"['nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA']
PMC9970826,Polypharmacology of ambroxol in the treatment of COVID-19.,"The pandemic of coronavirus disease 2019 (COVID-19) by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is still underway. Due to the growing development of severe symptoms, it is necessary to promote effective therapies. Ambroxol [2-amino-3,5-dibromo-N-(trans-4-hydroxycyclohexyl) benzylamine] has long been used as one of the over-the-counter mucolytic agents to treat various respiratory diseases. Therefore, we focused on the mechanism of action of ambroxol in COVID-19 treatment. In vitro and in silico screening revealed that ambroxol may impede cell entry of SARS-CoV-2 by binding to neuropilin-1. Ambroxol could also interact with multiple inflammatory factors and signaling pathways, especially nuclear factor kappa B (NF-κB), to interfere cytokines cascade activated by SARS-CoV-2 internalization. Furthermore, multipathways and proteins, such as the cell cycle and matrix metalloproteinases (MMPs), were identified as significant ambroxol-targeting pathways or molecules in PBMC and lung of severe COVID-19 patients by bioinformatics analysis. Collectively, these results suggested that ambroxol may serve as a promising therapeutic candidate for the treatment of severe SARS-CoV-2 infection.",Q16236,XA,"['nuclear factor', 'Nuclear factor']",['XA'],[],[],"['nuclear factor', 'Nuclear factor']",['XA']
PMC9596610,"Synthesis and Anti-Inflammatory Activity of 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-Derived NRF2 Activators.","This is the first study investigating the nuclear factor (erythroid-derived 2)-like 2 (NRF2) activity of compounds containing a new scaffold, tetrahydrobenzo[b]thiophene. Eighteen compounds were synthesised and confirmed their NRF2 activation through NQO1 enzymatic activity and mRNA expression of NQO1 and HO-1 in Hepa-1c1c7 cells. The compounds disrupted the interaction between Kelch-like ECH-associated protein 1 (KEAP1) and NRF2 via interfering with the KEAP1's Kelch domain. The compounds exhibited anti-inflammatory activity in Escherichia coli Lipopolysaccharide (LPS",Q16236,XA,"['NRF2', 'nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA'],['NRF2'],[],"['nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA']
PMC9596610,"Synthesis and Anti-Inflammatory Activity of 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-Derived NRF2 Activators.","This is the first study investigating the nuclear factor (erythroid-derived 2)-like 2 (NRF2) activity of compounds containing a new scaffold, tetrahydrobenzo[b]thiophene. Eighteen compounds were synthesised and confirmed their NRF2 activation through NQO1 enzymatic activity and mRNA expression of NQO1 and HO-1 in Hepa-1c1c7 cells. The compounds disrupted the interaction between Kelch-like ECH-associated protein 1 (KEAP1) and NRF2 via interfering with the KEAP1's Kelch domain. The compounds exhibited anti-inflammatory activity in Escherichia coli Lipopolysaccharide (LPS",Q16236,XA,"['NRF2', 'nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA'],['NRF2'],[],"['nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA']
PMC9596610,"Synthesis and Anti-Inflammatory Activity of 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-Derived NRF2 Activators.","This is the first study investigating the nuclear factor (erythroid-derived 2)-like 2 (NRF2) activity of compounds containing a new scaffold, tetrahydrobenzo[b]thiophene. Eighteen compounds were synthesised and confirmed their NRF2 activation through NQO1 enzymatic activity and mRNA expression of NQO1 and HO-1 in Hepa-1c1c7 cells. The compounds disrupted the interaction between Kelch-like ECH-associated protein 1 (KEAP1) and NRF2 via interfering with the KEAP1's Kelch domain. The compounds exhibited anti-inflammatory activity in Escherichia coli Lipopolysaccharide (LPS",Q16236,XA,"['NRF2', 'nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA'],['NRF2'],[],"['nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA']
PMC9596610,"Synthesis and Anti-Inflammatory Activity of 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-Derived NRF2 Activators.","This is the first study investigating the nuclear factor (erythroid-derived 2)-like 2 (NRF2) activity of compounds containing a new scaffold, tetrahydrobenzo[b]thiophene. Eighteen compounds were synthesised and confirmed their NRF2 activation through NQO1 enzymatic activity and mRNA expression of NQO1 and HO-1 in Hepa-1c1c7 cells. The compounds disrupted the interaction between Kelch-like ECH-associated protein 1 (KEAP1) and NRF2 via interfering with the KEAP1's Kelch domain. The compounds exhibited anti-inflammatory activity in Escherichia coli Lipopolysaccharide (LPS",Q16236,XA,"['NRF2', 'nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA'],['NRF2'],[],"['nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA']
PMC9596610,"Synthesis and Anti-Inflammatory Activity of 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-Derived NRF2 Activators.","This is the first study investigating the nuclear factor (erythroid-derived 2)-like 2 (NRF2) activity of compounds containing a new scaffold, tetrahydrobenzo[b]thiophene. Eighteen compounds were synthesised and confirmed their NRF2 activation through NQO1 enzymatic activity and mRNA expression of NQO1 and HO-1 in Hepa-1c1c7 cells. The compounds disrupted the interaction between Kelch-like ECH-associated protein 1 (KEAP1) and NRF2 via interfering with the KEAP1's Kelch domain. The compounds exhibited anti-inflammatory activity in Escherichia coli Lipopolysaccharide (LPS",Q16236,XA,"['NRF2', 'nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA'],['NRF2'],[],"['nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA']
PMC3035612,Analysis of common and specific mechanisms of liver function affected by nitrotoluene compounds.,"Nitrotoluenes are widely used chemical manufacturing and munitions applications. This group of chemicals has been shown to cause a range of effects from anemia and hypercholesterolemia to testicular atrophy. We have examined the molecular and functional effects of five different, but structurally related, nitrotoluenes on using an integrative systems biology approach to gain insight into common and disparate mechanisms underlying effects caused by these chemicals.",Q16236,XA,"['nuclear factor', 'NRF2', 'NFE2L2', 'Nuclear factor']",['XA'],[],[],"['nuclear factor', 'NRF2', 'NFE2L2', 'Nuclear factor']",['XA']
PMC9596610,"Synthesis and Anti-Inflammatory Activity of 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-Derived NRF2 Activators.","This is the first study investigating the nuclear factor (erythroid-derived 2)-like 2 (NRF2) activity of compounds containing a new scaffold, tetrahydrobenzo[b]thiophene. Eighteen compounds were synthesised and confirmed their NRF2 activation through NQO1 enzymatic activity and mRNA expression of NQO1 and HO-1 in Hepa-1c1c7 cells. The compounds disrupted the interaction between Kelch-like ECH-associated protein 1 (KEAP1) and NRF2 via interfering with the KEAP1's Kelch domain. The compounds exhibited anti-inflammatory activity in Escherichia coli Lipopolysaccharide (LPS",Q16236,XA,"['NRF2', 'nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA'],['NRF2'],[],"['nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA']
PMC3035612,Analysis of common and specific mechanisms of liver function affected by nitrotoluene compounds.,"Nitrotoluenes are widely used chemical manufacturing and munitions applications. This group of chemicals has been shown to cause a range of effects from anemia and hypercholesterolemia to testicular atrophy. We have examined the molecular and functional effects of five different, but structurally related, nitrotoluenes on using an integrative systems biology approach to gain insight into common and disparate mechanisms underlying effects caused by these chemicals.",Q16236,XA,"['nuclear factor', 'NRF2', 'NFE2L2', 'Nuclear factor']",['XA'],[],[],"['nuclear factor', 'NRF2', 'NFE2L2', 'Nuclear factor']",['XA']
PMC8702315,,This study aims at evaluating the ameliorative role of,Q16236,XA,"['Nrf-2', 'nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor']",['XA'],['Nrf-2'],[],"['nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor']",['XA']
PMC9596610,"Synthesis and Anti-Inflammatory Activity of 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-Derived NRF2 Activators.","This is the first study investigating the nuclear factor (erythroid-derived 2)-like 2 (NRF2) activity of compounds containing a new scaffold, tetrahydrobenzo[b]thiophene. Eighteen compounds were synthesised and confirmed their NRF2 activation through NQO1 enzymatic activity and mRNA expression of NQO1 and HO-1 in Hepa-1c1c7 cells. The compounds disrupted the interaction between Kelch-like ECH-associated protein 1 (KEAP1) and NRF2 via interfering with the KEAP1's Kelch domain. The compounds exhibited anti-inflammatory activity in Escherichia coli Lipopolysaccharide (LPS",Q16236,XA,"['NRF2', 'nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA'],['NRF2'],[],"['nuclear factor', 'like 2', 'NRF2', 'Nuclear factor']",['XA']
PMC8525858,Small-molecule Akt-activation in airway cells induces NO production and reduces IL-8 transcription through Nrf-2.,"The non-cancerous functions of Akt in the airway are understudied. In some tissues, Akt phosphorylates and activates endothelial nitric oxide synthase (eNOS) to produce nitric oxide (NO) that has anti-inflammatory effects. NO production has antibacterial and antiviral effects in the airway, and increasing NO may be a useful anti-pathogen strategy. Akt also stimulates the nuclear factor erythroid 2-related factor 2 (Nrf-2) transcription factor, which transcribes antioxidant genes. Therefore, we hypothesized that activation of the Akt/eNOS pathway, which also activates Nrf-2, may have protective effects in human airway cells against injury.",Q16236,XA,"['Nrf-2', 'nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor erythroid 2-related factor 2', 'NFE2L2', 'Nuclear factor']",['XA'],['Nrf-2'],[],"['nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor erythroid 2-related factor 2', 'NFE2L2', 'Nuclear factor']",['XA']
PMC7074132,Floridoside Exhibits Antioxidant Properties by Activating HO-1 Expression via p38/ERK MAPK Pathway.,"Floridoside is a low-molecular-weight organic compound, which can be accumulated by red algae under stressful conditions to protect cells via its excellent antioxidant properties. In the present study, we investigated the antioxidant mechanism of floridoside toward human hepatocyte L-02 cells. We found that floridoside had no toxicity to L-02 cells, and no reactive oxidative species were induced by it either. However, the expression of hemoxygenase-1 (HO-1) protein was up-regulated upon exposure to floridoside, and two antioxidant enzymes, superoxide dismutase (SOD) and GSH-Px, were activated by floridoside. Moreover, we investigated the pathway involved in the production of these antioxidants, p38/extracellular signal-regulated kinase (ERK) MAPK-nuclear factor-erythroid-2-related factor 2 (Nrf2) pathway. ERK1/2 and p38 phosphorylation, nuclear translocation of Nrf2, and activation of ARE luciferase activity were observed upon exposure to floridoside. siRNA interference and inhibitor treatment suppressed the HO-1 expression and the phosphorylation of ERK1/2 and p38, respectively. These results indicated that floridoside exerted its antioxidant activity by activating HO-1 expression via p38/ERK MAPK-Nrf2 pathway in human hepatocyte L-02 cells.",Q16236,XA,"['nuclear factor', 'NRF2', 'Nuclear factor']",['XA'],[],[],"['nuclear factor', 'NRF2', 'Nuclear factor']",['XA']
PMC6747508,"Pachypodol, a Methoxyflavonoid Isolated from","Oxidative stress has been implicated in the pathogenesis of many diseases including chronic liver diseases. Nrf2 is a master transcriptional factor regulating the induction of cellular antioxidant defense systems. Here, the Nrf2-activating effect of the crude methanol extract of dried leaves of",Q16236,XA,"['NRF2', 'Nrf-2']",['XA'],[],[],"['NRF2', 'Nrf-2']",['XA']
PMC5362459,Activation of Akt by SC79 protects myocardiocytes from oxygen and glucose deprivation (OGD)/re-oxygenation.,"SC79 is a novel Akt activator. The current study tested its potential effect against oxygen and glucose deprivation (OGD)/re-oxygenation-induced myocardial cell death. We showed that SC79 activated Akt and protected H9c2 myocardial cells and primary murine myocardiocytes from OGD/re-oxygenation. Reversely, Akt inhibitor MK-2206 or Akt1 shRNA knockdown almost completely abolished SC79-mediated myocardial cytoprotection. SC79 treatment in H9c2 cells inhibited OGD/re-oxygenation-induced programmed necrosis pathway, evidenced by mitochondrial depolarization and cyclophilin D-p53-ANT-1 (adenine nucleotide translocator 1) association. Further, SC79 activated Akt downstream NF-E2-related factor 2 (NRF2) signaling to suppress OGD/re-oxygenation-induced reactive oxygen species (ROS) production. Reversely, NRF2 shRNA knockdown in H9c2 cells largely attenuated SC79-induced ROS scavenging ability and cytoprotection against OGD/re-oxygenation. Together, we conclude that activation of Akt by SC79 protects myocardial cells from OGD/re-oxygenation.",Q16236,XA,['NRF2'],['XA'],[],[],['NRF2'],['XA']
PMC8702315,,This study aims at evaluating the ameliorative role of,Q16236,XA,"['Nrf-2', 'nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor']",['XA'],['Nrf-2'],[],"['nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor']",['XA']
PMC8525858,Small-molecule Akt-activation in airway cells induces NO production and reduces IL-8 transcription through Nrf-2.,"The non-cancerous functions of Akt in the airway are understudied. In some tissues, Akt phosphorylates and activates endothelial nitric oxide synthase (eNOS) to produce nitric oxide (NO) that has anti-inflammatory effects. NO production has antibacterial and antiviral effects in the airway, and increasing NO may be a useful anti-pathogen strategy. Akt also stimulates the nuclear factor erythroid 2-related factor 2 (Nrf-2) transcription factor, which transcribes antioxidant genes. Therefore, we hypothesized that activation of the Akt/eNOS pathway, which also activates Nrf-2, may have protective effects in human airway cells against injury.",Q16236,XA,"['Nrf-2', 'nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor erythroid 2-related factor 2', 'NFE2L2', 'Nuclear factor']",['XA'],['Nrf-2'],[],"['nuclear factor', 'NRF2', 'Nrf-2', 'Nuclear factor erythroid 2-related factor 2', 'NFE2L2', 'Nuclear factor']",['XA']
PMC7074132,Floridoside Exhibits Antioxidant Properties by Activating HO-1 Expression via p38/ERK MAPK Pathway.,"Floridoside is a low-molecular-weight organic compound, which can be accumulated by red algae under stressful conditions to protect cells via its excellent antioxidant properties. In the present study, we investigated the antioxidant mechanism of floridoside toward human hepatocyte L-02 cells. We found that floridoside had no toxicity to L-02 cells, and no reactive oxidative species were induced by it either. However, the expression of hemoxygenase-1 (HO-1) protein was up-regulated upon exposure to floridoside, and two antioxidant enzymes, superoxide dismutase (SOD) and GSH-Px, were activated by floridoside. Moreover, we investigated the pathway involved in the production of these antioxidants, p38/extracellular signal-regulated kinase (ERK) MAPK-nuclear factor-erythroid-2-related factor 2 (Nrf2) pathway. ERK1/2 and p38 phosphorylation, nuclear translocation of Nrf2, and activation of ARE luciferase activity were observed upon exposure to floridoside. siRNA interference and inhibitor treatment suppressed the HO-1 expression and the phosphorylation of ERK1/2 and p38, respectively. These results indicated that floridoside exerted its antioxidant activity by activating HO-1 expression via p38/ERK MAPK-Nrf2 pathway in human hepatocyte L-02 cells.",Q16236,XA,"['nuclear factor', 'NRF2', 'Nuclear factor']",['XA'],[],[],"['nuclear factor', 'NRF2', 'Nuclear factor']",['XA']
PMC3234879,Interplay between vascular endothelial growth factor (VEGF) and nuclear factor erythroid 2-related factor-2 (Nrf2): implications for preeclampsia.,"Several recently published studies have suggested that decreasing VEGF levels result in placental oxidative stress in preeclampsia, although the question as to how decreased VEGF concentrations increase oxidative stress still remains unanswered. Here, we show that VEGF activated Nrf2, the main regulating factor of the intracellular redox balance, in the cytotrophic cell line BeWo. In turn, this activated the production of antioxidative enzymes thioredoxin, thioredoxin reductase, and heme oxygenase-1, which showed a decrease in their expression in the placentas of preeclamptic women. Nevertheless, this activation occurred without oxidative stress stimulus. As a consequence, the activation of Nrf2 protected BeWo cells against H(2)O(2)/Fe(2+)-induced oxidative damage. We further show that VEGF up-regulated the expression of itself. A positive feedback loop was described in which VEGF activated Nrf2 in an ERK1/2-dependent manner; the up-regulation of HO-1 expression by Nrf2 augmented the production of carbon monoxide, which in turn up-regulated VEGF expression. In conclusion, VEGF induces the Nrf2 pathway to protect against oxidative stress and, via a positive feedback loop, to elevate VEGF expression. Therefore, decreased VEGF bioavailability during preeclampsia may result in higher vulnerability to placental oxidative cell damage and a further reduction of VEGF bioavailability, a vicious circle that may end up in preeclampsia.",Q16236,XA,"['Nuclear factor erythroid 2-related factor 2', 'nuclear factor', 'NRF2', 'Nuclear factor']",['XA'],['Nuclear factor erythroid 2-related factor 2'],[],"['nuclear factor', 'NRF2', 'Nuclear factor']",['XA']
PMC2696200,4-Hydroxynonenal induces rat gamma-glutamyl transpeptidase through mitogen-activated protein kinase-mediated electrophile response element/nuclear factor erythroid 2-related factor 2 signaling.,"Gamma-glutamyl transpeptidase (GGT) plays critical roles in glutathione homeostasis and metabolism. Rat GGT is a single-copy gene from which seven types of GGT mRNA with a common protein encoding sequence, but different 5'-untranslated regions, may be transcribed. We previously showed that type V-2 was the predominant form of GGT mRNA in rat L2 epithelial cells, and that it could be induced by 4-hydroxynonenal (HNE) through the electrophile response element (EpRE) located in GGT promoter 5 (GP5). Here, we report transcription factors binding to GP5 EpRE and the involved signaling pathways. Immunodepletion gel shift assays demonstrated that GP5 EpRE bound JunB, c-Jun, FosB, and Fra2 from unstimulated cells, and that after exposure to HNE, EpRE binding complexes contained nuclear factor erythroid 2-related factor (Nrf) 1, Nrf2, JunB, c-Jun, FosB, c-Fos, Fra1, and Fra2. HNE-induced binding of Nrf2 and c-Jun in GP5 EpRE was confirmed by chromatin immunoprecipitation assays. Using reporter assays and specific inhibitors, we found that HNE induction of rat GGT mRNA V-2 was dependent on activation of extracellular signal-regulated kinase (ERK) and p38 mitogen-activated protein kinase (MAPK), but not protein kinase C or phosphatidylinositol 3-kinase. Pretreatment with ERK and p38MAPK inhibitors also blocked HNE-increased EpRE binding. HNE-increased nuclear content of Nrf1, Nrf2, and c-Jun in L2 cells was partially blocked by inhibition of either ERK1/2 or p38MAPK and completely blocked by simultaneous inhibition of both MAPKs. In conclusion, HNE induces GGT mRNA V-2 through altered EpRE transcription factor binding mediated by both ERK and p38MAPK.",Q16236,XA,"['Nuclear factor erythroid 2-related factor 2', 'nuclear factor', 'NRF2', 'Nuclear factor erythroid 2-related factor 2', 'Nuclear factor']",['XA'],['Nuclear factor erythroid 2-related factor 2'],[],"['nuclear factor', 'NRF2', 'Nuclear factor erythroid 2-related factor 2', 'Nuclear factor']",['XA']
PMC11001995,Dermal injury drives a skin to gut axis that disrupts the intestinal microbiome and intestinal immune homeostasis in mice.,"The composition of the microbial community in the intestine may influence the functions of distant organs such as the brain, lung, and skin. These microbes can promote disease or have beneficial functions, leading to the hypothesis that microbes in the gut explain the co-occurrence of intestinal and skin diseases. Here, we show that the reverse can occur, and that skin directly alters the gut microbiome. Disruption of the dermis by skin wounding or the digestion of dermal hyaluronan results in increased expression in the colon of the host defense genes Reg3 and Muc2, and skin wounding changes the composition and behavior of intestinal bacteria. Enhanced expression Reg3 and Muc2 is induced in vitro by exposure to hyaluronan released by these skin interventions. The change in the colon microbiome after skin wounding is functionally important as these bacteria penetrate the intestinal epithelium and enhance colitis from dextran sodium sulfate (DSS) as seen by the ability to rescue skin associated DSS colitis with oral antibiotics, in germ-free mice, and fecal microbiome transplantation to unwounded mice from mice with skin wounds. These observations provide direct evidence of a skin-gut axis by demonstrating that damage to the skin disrupts homeostasis in intestinal host defense and alters the gut microbiome.",Q16539,PCA,['RK'],['PCA'],[],[],['RK'],['PCA']
PMC11132177,Peripheral neuronal activation shapes the microbiome and alters gut physiology.,"The gastrointestinal (GI) tract is innervated by intrinsic neurons of the enteric nervous system (ENS) and extrinsic neurons of the central nervous system and peripheral ganglia. The GI tract also harbors a diverse microbiome, but interactions between the ENS and the microbiome remain poorly understood. Here, we activate choline acetyltransferase (ChAT)-expressing or tyrosine hydroxylase (TH)-expressing gut-associated neurons in mice to determine effects on intestinal microbial communities and their metabolites as well as on host physiology. The resulting multi-omics datasets support broad roles for discrete peripheral neuronal subtypes in shaping microbiome structure, including modulating bile acid profiles and fungal colonization. Physiologically, activation of either ChAT",Q16539,PCA,"['RK', 'p38']",['PCA'],[],[],"['RK', 'p38']",['PCA']
PMC11001995,Dermal injury drives a skin to gut axis that disrupts the intestinal microbiome and intestinal immune homeostasis in mice.,"The composition of the microbial community in the intestine may influence the functions of distant organs such as the brain, lung, and skin. These microbes can promote disease or have beneficial functions, leading to the hypothesis that microbes in the gut explain the co-occurrence of intestinal and skin diseases. Here, we show that the reverse can occur, and that skin directly alters the gut microbiome. Disruption of the dermis by skin wounding or the digestion of dermal hyaluronan results in increased expression in the colon of the host defense genes Reg3 and Muc2, and skin wounding changes the composition and behavior of intestinal bacteria. Enhanced expression Reg3 and Muc2 is induced in vitro by exposure to hyaluronan released by these skin interventions. The change in the colon microbiome after skin wounding is functionally important as these bacteria penetrate the intestinal epithelium and enhance colitis from dextran sodium sulfate (DSS) as seen by the ability to rescue skin associated DSS colitis with oral antibiotics, in germ-free mice, and fecal microbiome transplantation to unwounded mice from mice with skin wounds. These observations provide direct evidence of a skin-gut axis by demonstrating that damage to the skin disrupts homeostasis in intestinal host defense and alters the gut microbiome.",Q16539,PCA,['RK'],['PCA'],[],[],['RK'],['PCA']
